N,P,K,temperature,humidity,ph,rainfall,label
42.08,26.48,10.03,27.92,90.45,7.7,107.05,Orange
26.75,10.72,11.22,15.59,92.63,6.55,104.61,Orange
22.47,21.13,6.8,17.82,93.33,7.73,112.39,Orange
21.77,18.16,10.08,20.32,93.63,6.83,114.54,Orange
25.53,26.63,9.58,16.43,95.22,6.07,106.31,Orange
23.58,32.54,14.52,31.84,92.09,7.66,111.84,Orange
33.61,20.9,9.88,20.93,92.24,6.98,111.84,Orange
27.3,27.55,5.0,25.69,93.4,7.18,109.68,Orange
28.8,24.93,13.73,20.62,92.83,7.38,99.38,Orange
23.19,27.33,12.73,25.77,91.94,6.42,107.04,Orange
37.18,16.86,10.25,17.79,93.55,6.55,109.51,Orange
16.98,11.93,10.02,14.22,95.13,5.98,106.0,Orange
27.6,18.17,7.24,16.51,91.26,6.64,119.76,Orange
27.99,25.91,11.27,29.46,89.0,6.64,116.54,Orange
23.93,28.81,13.71,19.57,91.87,6.37,106.85,Orange
19.8,22.14,6.36,26.27,93.29,6.13,117.75,Orange
30.71,23.75,8.1,26.39,93.91,6.71,120.01,Orange
27.78,25.7,10.73,26.16,90.41,6.89,106.33,Orange
22.21,28.72,9.47,16.23,92.05,6.26,117.17,Orange
23.15,22.65,13.39,19.37,93.17,6.36,122.23,Orange
33.35,19.04,8.07,21.79,92.08,7.48,103.87,Orange
28.34,19.91,9.71,21.82,92.35,7.08,113.04,Orange
30.12,5.0,10.75,12.15,93.31,7.3,105.37,Orange
25.86,17.0,13.09,23.09,94.66,6.91,111.21,Orange
27.93,24.09,5.66,23.03,92.41,7.02,109.06,Orange
21.01,20.04,7.29,10.47,93.41,6.97,112.34,Orange
35.64,16.67,6.42,22.06,92.07,6.43,109.6,Orange
23.68,10.82,8.9,15.4,92.79,6.5,115.56,Orange
37.52,23.4,6.12,31.91,94.47,6.76,116.61,Orange
24.05,10.67,8.1,33.31,90.64,6.75,110.17,Orange
24.29,17.78,10.18,18.99,90.72,6.83,115.37,Orange
32.93,15.95,6.87,20.72,94.46,6.99,113.52,Orange
33.06,22.1,10.3,26.64,91.82,6.22,113.61,Orange
35.24,14.41,12.05,33.0,92.5,6.44,110.62,Orange
24.06,16.92,11.08,12.48,90.7,6.76,109.89,Orange
29.65,29.38,10.26,26.24,91.28,7.04,107.37,Orange
27.95,19.46,12.58,14.31,89.65,6.67,112.34,Orange
28.45,26.16,11.09,18.98,89.59,6.66,115.14,Orange
25.05,20.14,11.05,16.15,93.28,7.36,109.14,Orange
20.44,19.67,5.0,24.61,93.07,7.38,109.03,Orange
30.05,15.69,9.11,12.97,92.26,6.64,111.5,Orange
23.6,20.42,9.17,20.43,92.6,6.77,113.81,Orange
26.75,18.25,9.55,18.03,92.05,7.51,105.44,Orange
25.76,18.06,9.38,20.43,92.85,6.11,115.19,Orange
58.04,49.73,44.33,28.37,92.2,7.07,173.52,Papaya
36.68,53.19,49.87,34.83,90.86,6.73,107.32,Papaya
42.84,59.12,51.93,37.92,93.22,6.69,182.51,Papaya
55.2,58.34,48.47,30.89,92.59,7.05,160.82,Papaya
47.15,52.3,48.77,44.93,92.0,6.86,125.26,Papaya
54.79,62.45,48.57,30.13,94.57,6.87,186.51,Papaya
59.39,60.37,55.04,33.73,93.22,6.57,101.69,Papaya
41.99,65.46,43.62,31.39,88.76,6.65,119.23,Papaya
64.62,59.98,47.92,39.1,92.52,6.75,81.86,Papaya
43.84,52.34,50.12,33.91,94.43,6.8,20.0,Papaya
54.8,48.44,47.59,29.24,91.67,6.58,155.68,Papaya
40.16,59.73,55.59,26.52,92.14,6.43,129.2,Papaya
58.12,62.0,50.19,38.17,95.68,6.96,117.57,Papaya
39.8,54.96,47.63,35.87,91.02,6.74,189.0,Papaya
51.62,51.59,52.94,23.64,92.09,6.74,145.84,Papaya
54.08,61.32,49.91,31.57,91.99,6.67,186.35,Papaya
46.84,62.79,50.05,30.76,93.27,6.66,178.5,Papaya
54.36,53.77,51.32,36.37,93.95,6.87,170.79,Papaya
42.63,72.8,46.49,38.48,93.04,6.6,138.47,Papaya
51.81,65.66,48.22,32.12,89.58,6.97,88.8,Papaya
55.36,56.87,49.75,37.75,94.59,6.78,179.39,Papaya
55.38,63.86,48.84,39.15,93.89,6.89,110.34,Papaya
51.03,59.0,46.57,41.87,92.48,6.79,114.71,Papaya
40.89,53.72,50.55,37.04,92.7,6.79,127.31,Papaya
56.84,66.77,51.76,37.75,92.87,6.56,90.16,Papaya
56.48,57.43,51.1,42.3,93.41,6.91,149.97,Papaya
45.44,57.14,47.99,41.68,93.49,6.82,209.89,Papaya
34.82,61.18,46.72,33.46,92.11,6.83,156.98,Papaya
64.27,53.74,51.77,34.35,90.46,6.64,137.13,Papaya
62.23,60.4,47.08,32.76,95.02,6.76,127.82,Papaya
56.8,62.27,48.86,36.14,92.09,6.84,153.91,Papaya
56.72,52.76,47.95,38.46,92.4,6.79,128.91,Papaya
60.36,53.7,49.66,37.63,93.97,6.68,247.88,Papaya
55.24,50.98,50.92,31.49,93.04,6.74,148.9,Papaya
44.52,63.69,47.11,27.68,92.96,6.95,126.49,Papaya
58.63,64.21,52.04,31.87,91.14,6.47,131.2,Papaya
62.81,50.47,51.75,28.51,92.63,6.84,110.38,Papaya
53.99,54.91,51.76,34.74,92.57,6.94,179.77,Papaya
46.46,56.96,49.81,33.92,95.66,6.8,38.12,Papaya
47.75,45.42,49.18,23.07,91.41,6.56,165.17,Papaya
52.5,59.39,49.74,26.18,93.14,6.99,166.48,Papaya
48.77,48.57,47.73,35.88,93.84,6.78,186.99,Papaya
58.69,60.67,48.35,34.41,91.44,6.75,162.37,Papaya
67.19,49.31,51.2,41.28,93.45,6.85,175.85,Papaya
63.86,50.7,46.54,33.47,89.8,6.9,209.09,Papaya
48.71,55.18,49.82,33.77,92.66,6.82,135.94,Papaya
60.75,60.29,48.48,40.51,90.8,6.74,195.76,Papaya
46.17,59.43,51.36,28.98,92.41,6.73,116.03,Papaya
72.64,52.73,52.51,31.44,91.14,6.76,179.08,Papaya
60.55,67.26,57.36,34.82,91.67,6.81,131.02,Papaya
60.6,49.39,55.92,37.99,90.39,6.66,187.84,Papaya
62.79,49.55,51.78,23.28,92.39,6.89,116.05,Papaya
39.31,58.41,48.49,36.81,91.39,6.65,38.9,Papaya
53.99,56.49,47.03,34.52,93.78,6.72,159.08,Papaya
54.89,49.97,55.14,31.03,93.32,6.85,137.67,Papaya
57.81,59.04,46.46,31.76,91.73,6.69,76.54,Papaya
62.36,67.51,52.45,40.17,92.07,6.67,104.12,Papaya
58.14,58.92,49.81,40.3,93.01,6.65,109.25,Papaya
58.47,64.01,51.38,43.46,94.54,6.81,100.97,Papaya
41.04,55.08,51.88,43.09,93.02,6.9,132.12,Papaya
57.95,62.65,45.05,31.33,93.69,6.78,82.18,Papaya
31.24,55.21,49.82,28.86,92.68,6.81,180.21,Papaya
31.89,49.29,49.24,36.5,93.11,6.81,124.87,Papaya
49.63,52.95,51.92,28.67,93.56,6.78,142.64,Papaya
46.75,49.03,48.38,31.77,89.54,6.73,193.53,Papaya
57.46,54.4,50.12,30.58,92.69,6.94,195.85,Papaya
57.06,54.42,51.87,24.64,92.18,6.82,183.87,Papaya
58.36,59.34,49.51,36.32,91.31,6.64,148.24,Papaya
54.02,46.09,51.14,37.56,92.4,7.05,109.15,Papaya
49.34,55.03,49.81,31.77,90.74,6.68,139.87,Papaya
63.25,71.26,53.34,29.43,91.63,6.73,238.69,Papaya
51.05,49.2,48.75,37.47,93.36,6.72,180.88,Papaya
32.61,58.15,52.15,29.13,91.45,6.52,228.47,Papaya
46.2,59.01,51.51,41.44,92.31,6.68,154.09,Papaya
63.74,56.44,47.61,25.41,90.97,6.86,128.17,Papaya
47.18,53.03,50.21,32.24,92.16,6.92,225.75,Papaya
38.41,59.55,48.06,32.2,92.89,6.72,157.1,Papaya
58.39,59.34,48.38,30.2,90.7,6.64,248.01,Papaya
45.57,50.04,50.8,32.92,92.26,6.93,173.83,Papaya
47.86,54.85,48.74,38.09,92.11,6.53,142.46,Papaya
39.05,71.15,47.59,32.65,92.82,6.71,129.77,Papaya
56.19,67.04,51.92,41.26,91.19,6.79,153.15,Papaya
55.57,66.1,49.45,31.37,93.17,6.53,132.57,Papaya
51.33,51.75,52.64,27.92,92.33,6.79,216.06,Papaya
52.41,63.35,51.75,34.15,91.14,6.57,150.59,Papaya
47.75,63.25,51.86,32.53,91.05,6.81,91.56,Papaya
45.86,51.38,49.65,39.64,92.49,6.69,64.91,Papaya
57.33,52.62,50.29,31.64,93.55,6.73,141.91,Papaya
56.75,70.67,52.22,33.03,92.5,6.68,95.13,Papaya
47.66,52.67,51.63,27.88,94.17,6.84,146.08,Papaya
52.5,54.02,50.68,39.21,91.62,6.56,181.92,Papaya
55.34,50.5,48.17,28.99,91.59,6.71,131.01,Papaya
46.81,52.76,49.43,34.38,92.1,6.89,171.67,Papaya
38.58,60.77,51.51,31.22,90.63,6.75,144.6,Papaya
42.69,48.43,49.78,32.28,91.98,6.74,87.1,Papaya
48.7,60.83,49.13,24.72,91.91,6.62,159.02,Papaya
55.29,47.13,51.9,27.66,94.45,6.74,79.56,Papaya
42.51,59.68,49.02,32.99,94.52,6.66,148.15,Papaya
64.92,59.19,45.98,36.15,91.05,6.93,101.8,Papaya
78.48,66.67,48.01,33.61,93.44,6.85,168.22,Papaya
35.33,19.39,29.08,26.24,96.43,6.09,181.55,Coconut
32.47,9.74,30.78,26.66,98.25,5.62,210.04,Coconut
27.97,22.44,34.19,26.92,95.4,6.06,164.12,Coconut
27.32,16.42,29.89,24.75,95.47,5.97,167.44,Coconut
28.87,12.83,34.82,26.42,94.17,5.76,175.54,Coconut
36.17,25.18,32.14,26.91,93.69,5.64,170.48,Coconut
26.03,25.24,30.77,27.71,97.19,5.89,134.61,Coconut
36.16,26.8,26.58,27.63,95.36,6.04,211.33,Coconut
35.9,23.26,31.18,26.96,93.6,5.99,154.7,Coconut
25.42,18.17,28.41,26.6,93.77,6.13,138.5,Coconut
26.79,20.66,29.22,26.37,90.93,6.09,189.57,Coconut
30.58,25.19,30.5,26.86,94.85,6.17,139.51,Coconut
21.92,27.93,23.85,26.39,97.14,5.98,165.89,Coconut
28.31,18.23,30.08,25.99,96.99,6.36,172.0,Coconut
18.83,17.38,29.54,26.88,92.23,5.81,186.49,Coconut
33.37,16.89,26.67,28.96,96.26,5.93,194.55,Coconut
26.72,24.34,30.4,26.57,94.24,5.64,218.61,Coconut
21.62,13.2,29.47,25.78,94.38,6.17,197.39,Coconut
32.59,18.47,30.12,26.81,90.54,6.14,142.21,Coconut
40.25,17.98,29.54,25.92,93.08,6.57,196.16,Coconut
17.82,27.52,32.98,26.29,95.19,6.0,219.38,Coconut
22.52,20.73,28.93,25.43,99.43,5.7,179.95,Coconut
16.62,18.0,31.05,25.88,95.82,5.93,201.1,Coconut
36.01,17.07,30.19,26.64,95.89,6.0,179.28,Coconut
25.98,20.58,33.24,26.98,96.08,6.18,171.54,Coconut
29.49,14.57,33.17,24.41,94.3,6.29,144.31,Coconut
30.0,16.6,29.08,27.21,94.95,5.49,153.03,Coconut
33.6,22.24,34.37,27.76,93.73,6.63,175.55,Coconut
21.48,16.83,24.36,27.71,98.09,5.75,169.87,Coconut
28.1,15.2,25.61,26.34,93.78,5.9,180.01,Coconut
36.43,18.48,30.43,27.05,95.75,5.85,177.17,Coconut
30.92,14.36,33.16,27.57,92.87,6.05,189.45,Coconut
24.09,22.41,30.41,25.4,95.53,5.72,196.13,Coconut
23.3,19.19,33.43,26.87,92.07,5.75,161.52,Coconut
29.97,21.79,27.89,25.62,95.13,5.95,223.54,Coconut
27.73,29.07,27.07,25.32,91.98,6.3,214.51,Coconut
22.61,17.7,27.08,25.14,96.12,6.06,175.24,Coconut
18.75,28.2,28.74,26.9,91.23,5.95,181.56,Coconut
29.54,20.77,31.24,25.65,94.94,6.03,180.21,Coconut
27.95,13.63,26.71,24.84,96.34,6.21,193.98,Coconut
29.42,9.33,27.43,26.63,94.8,5.94,183.3,Coconut
27.57,20.6,28.4,27.24,93.53,5.67,157.65,Coconut
25.32,24.97,29.89,26.36,91.69,6.2,160.33,Coconut
26.87,27.4,31.27,25.28,90.52,5.98,147.71,Coconut
31.55,20.21,30.41,25.97,98.42,6.71,168.73,Coconut
29.71,20.49,29.35,25.88,92.06,5.72,184.12,Coconut
24.25,7.11,31.11,26.47,97.53,6.09,141.73,Coconut
13.56,16.4,28.44,27.21,94.48,6.28,145.19,Coconut
33.53,23.6,24.95,27.49,94.71,6.1,155.54,Coconut
35.47,14.07,32.08,27.12,92.31,6.5,180.21,Coconut
31.59,12.36,35.29,25.58,96.81,5.75,161.07,Coconut
32.43,25.14,26.82,27.32,96.85,5.77,210.97,Coconut
18.39,16.88,31.2,25.86,95.09,6.06,170.79,Coconut
32.7,18.86,30.58,27.36,96.28,6.2,149.14,Coconut
30.78,15.61,26.8,26.45,92.47,6.2,193.33,Coconut
15.61,15.86,26.35,26.15,95.52,5.94,161.73,Coconut
35.63,8.48,33.09,26.09,94.32,5.87,209.71,Coconut
19.81,20.06,31.32,25.29,92.43,5.96,155.05,Coconut
22.4,18.25,31.62,26.24,96.93,5.75,146.83,Coconut
39.54,16.71,26.72,25.19,96.92,5.91,169.29,Coconut
26.5,25.06,29.55,28.26,94.8,6.27,193.12,Coconut
27.27,17.07,30.83,26.88,93.21,6.04,202.81,Coconut
40.44,24.27,34.66,26.03,96.08,6.33,154.83,Coconut
24.47,28.69,27.56,25.49,97.94,6.3,184.72,Coconut
27.21,17.81,30.7,27.68,95.04,6.54,154.8,Coconut
27.38,18.13,27.29,26.39,95.44,6.13,223.84,Coconut
30.4,25.75,30.17,27.76,99.9,6.13,152.67,Coconut
24.07,21.41,31.14,27.02,95.54,6.0,160.69,Coconut
30.01,29.27,32.55,26.9,96.82,5.91,163.56,Coconut
22.83,19.37,28.94,27.41,93.43,5.8,218.71,Coconut
24.68,20.77,31.13,25.65,97.28,6.16,210.06,Coconut
23.25,20.5,30.1,26.7,91.23,6.03,142.9,Coconut
29.74,9.36,25.37,27.11,93.27,5.75,203.59,Coconut
29.55,24.36,29.58,28.51,93.14,6.44,173.62,Coconut
17.16,22.41,30.79,25.71,92.43,5.99,182.87,Coconut
12.06,25.27,28.76,25.5,96.62,5.99,202.36,Coconut
30.24,19.99,29.62,26.86,93.57,5.79,188.72,Coconut
26.6,20.17,32.72,26.41,94.53,5.85,184.69,Coconut
29.69,24.5,28.55,26.16,96.28,6.06,154.61,Coconut
35.67,11.51,31.96,25.55,98.74,5.61,200.93,Coconut
26.99,18.17,30.46,26.97,92.47,5.8,189.62,Coconut
16.83,17.08,37.6,25.77,97.08,5.85,186.45,Coconut
31.59,25.64,29.5,27.99,93.17,6.06,180.52,Coconut
20.49,18.57,30.4,26.18,99.99,5.79,201.54,Coconut
32.85,19.93,27.84,25.92,93.33,5.55,152.42,Coconut
18.23,26.73,31.55,27.09,95.82,6.04,207.87,Coconut
23.68,20.53,31.87,25.51,100.0,6.01,178.19,Coconut
35.36,24.57,30.1,26.6,91.12,5.86,186.64,Coconut
30.27,26.11,29.7,25.46,96.88,6.36,195.21,Coconut
26.48,25.22,38.57,26.59,91.55,5.85,189.07,Coconut
17.47,20.85,30.95,27.65,97.45,6.22,126.34,Coconut
33.26,23.53,30.64,25.2,92.75,5.71,129.66,Coconut
27.48,16.01,36.56,26.37,97.41,5.61,163.07,Coconut
28.11,15.46,28.94,26.34,93.97,6.46,183.51,Coconut
30.5,22.7,31.53,26.44,93.78,6.04,201.03,Coconut
34.54,18.8,31.92,26.35,94.58,5.88,170.91,Coconut
35.88,20.46,30.34,25.41,93.8,5.94,156.34,Coconut
27.64,17.85,30.2,26.59,92.35,5.9,176.74,Coconut
34.9,21.28,28.35,26.8,98.34,6.23,187.32,Coconut
32.03,27.2,32.69,26.93,96.9,5.73,141.2,Coconut
121.57,47.93,18.64,24.83,75.34,6.73,71.36,Cotton
103.64,56.84,16.6,23.41,82.27,7.32,66.69,Cotton
126.82,49.31,25.83,24.4,79.65,6.57,69.42,Cotton
111.74,56.07,20.04,24.57,83.79,5.82,84.59,Cotton
120.55,50.22,17.93,23.24,81.22,8.19,82.52,Cotton
132.66,46.3,18.5,23.22,78.78,5.97,69.56,Cotton
114.4,46.4,20.33,24.36,79.96,6.71,60.27,Cotton
114.25,41.42,21.17,24.91,82.35,7.38,74.0,Cotton
114.78,42.83,16.23,24.99,79.56,6.38,68.8,Cotton
111.33,47.77,22.67,23.65,74.37,6.91,73.83,Cotton
117.75,43.58,20.54,24.07,79.94,7.21,71.78,Cotton
115.13,56.13,21.4,24.83,83.07,7.26,81.96,Cotton
104.21,48.78,19.54,25.68,82.32,6.68,77.8,Cotton
121.68,50.34,17.45,24.36,79.43,7.14,69.57,Cotton
114.15,54.84,17.37,23.02,79.87,6.61,68.36,Cotton
121.05,38.09,17.48,26.05,81.15,6.63,78.14,Cotton
125.67,53.72,19.68,24.98,74.9,6.47,76.23,Cotton
123.3,41.8,20.65,23.38,79.31,7.51,81.82,Cotton
110.03,40.89,18.97,23.97,78.36,7.52,77.61,Cotton
124.06,39.58,22.92,21.18,82.09,7.47,71.76,Cotton
132.73,47.11,20.16,24.34,87.97,7.67,80.26,Cotton
110.87,48.4,17.97,24.82,80.35,6.44,75.61,Cotton
111.51,48.45,17.85,24.03,81.88,6.97,72.07,Cotton
122.03,51.86,17.23,24.26,83.29,7.29,75.43,Cotton
126.4,50.33,21.88,21.98,76.12,7.5,63.71,Cotton
124.02,45.3,17.51,24.35,80.5,8.06,70.31,Cotton
134.4,49.7,18.35,24.8,81.41,7.02,77.0,Cotton
114.03,42.34,21.9,23.78,79.8,7.14,76.99,Cotton
105.71,55.54,20.3,23.8,81.08,7.12,80.75,Cotton
125.38,51.99,23.38,24.88,79.6,6.44,87.51,Cotton
117.62,44.54,15.66,24.34,80.37,6.24,78.4,Cotton
115.02,64.31,18.58,23.56,77.81,7.64,72.2,Cotton
112.75,51.92,16.55,24.63,84.45,7.28,79.78,Cotton
128.7,58.19,23.02,24.44,82.26,6.56,80.82,Cotton
109.94,45.21,12.29,24.4,78.39,7.56,77.93,Cotton
131.24,40.73,22.6,26.11,81.91,7.4,76.27,Cotton
114.75,52.26,16.23,23.58,75.57,6.65,79.82,Cotton
125.05,47.82,20.43,22.11,79.07,6.66,70.06,Cotton
126.0,42.12,18.49,21.91,79.26,6.46,75.59,Cotton
110.49,48.15,19.64,25.67,81.24,6.08,65.51,Cotton
120.55,41.69,12.58,25.35,81.8,7.26,70.45,Cotton
124.28,43.1,20.51,23.08,83.79,6.21,84.24,Cotton
120.39,44.44,20.42,24.73,83.42,7.16,68.32,Cotton
120.56,58.85,23.37,24.91,81.99,7.35,83.69,Cotton
115.43,39.03,20.17,23.18,77.36,6.64,93.64,Cotton
121.36,49.76,16.94,22.16,77.95,7.72,77.51,Cotton
125.99,52.12,18.52,25.39,78.42,7.7,78.32,Cotton
102.11,42.82,15.54,25.16,79.94,5.89,77.82,Cotton
114.63,38.23,24.19,24.11,79.27,6.8,63.65,Cotton
106.95,55.53,18.82,24.02,74.89,6.34,79.57,Cotton
123.78,58.46,23.36,23.77,81.18,6.84,90.41,Cotton
131.49,48.56,20.5,25.44,81.45,7.78,58.55,Cotton
124.61,44.28,24.39,25.55,80.08,7.77,88.37,Cotton
120.74,62.95,19.92,23.79,82.16,6.82,75.64,Cotton
134.09,47.62,15.76,24.37,78.26,7.43,80.22,Cotton
134.71,53.17,22.73,23.33,82.01,7.98,69.84,Cotton
138.0,44.07,17.87,24.3,81.79,7.46,67.79,Cotton
124.35,43.22,16.28,23.07,78.12,7.26,83.64,Cotton
105.27,49.7,17.06,24.63,78.44,6.47,81.0,Cotton
114.13,45.53,14.45,24.95,82.05,7.0,63.54,Cotton
132.09,43.34,18.87,26.31,78.24,7.37,79.22,Cotton
123.9,49.26,20.94,24.27,79.87,7.76,65.16,Cotton
130.21,52.64,21.75,25.12,79.77,6.07,74.46,Cotton
110.09,42.93,16.89,23.52,78.51,5.81,80.25,Cotton
140.0,51.29,19.49,23.95,78.95,7.05,74.72,Cotton
111.59,58.02,16.28,24.72,79.75,7.95,77.56,Cotton
116.4,45.95,20.1,22.86,78.08,6.11,68.08,Cotton
120.94,49.38,15.05,23.86,81.41,6.92,70.25,Cotton
115.88,44.12,18.41,24.17,85.77,6.63,72.61,Cotton
119.48,43.2,22.75,21.63,78.67,7.41,72.79,Cotton
111.79,50.25,22.27,24.21,78.0,7.23,71.98,Cotton
127.45,56.77,13.49,24.11,75.66,8.22,71.49,Cotton
127.46,47.28,17.99,23.08,83.96,7.48,89.58,Cotton
120.55,49.3,19.33,23.71,77.4,7.04,69.08,Cotton
124.42,48.56,20.72,25.68,79.91,7.38,90.39,Cotton
133.07,54.71,19.23,24.23,76.7,7.25,77.06,Cotton
120.23,53.92,16.98,25.63,82.25,6.96,73.88,Cotton
124.81,57.01,20.25,24.14,80.05,7.89,72.23,Cotton
119.7,56.65,20.37,25.14,77.72,6.9,86.13,Cotton
113.24,46.55,20.64,23.01,78.97,7.06,75.35,Cotton
132.8,57.13,17.86,24.11,81.69,7.76,80.39,Cotton
122.91,51.67,21.68,23.07,80.48,7.73,73.44,Cotton
121.29,45.98,14.22,24.02,80.75,6.74,66.34,Cotton
111.19,52.28,24.93,25.38,76.64,7.43,70.03,Cotton
114.18,44.61,21.77,24.96,79.75,6.96,78.48,Cotton
125.68,54.85,16.79,24.02,77.33,6.97,73.3,Cotton
119.53,42.5,16.28,21.91,79.67,6.78,69.93,Cotton
133.23,42.13,23.54,25.62,75.12,7.05,72.0,Cotton
90.88,38.47,21.94,26.02,82.26,7.16,74.84,Cotton
136.83,60.93,18.53,22.0,74.75,7.66,74.65,Cotton
121.83,36.31,18.12,23.7,80.52,6.8,67.22,Cotton
112.15,55.05,20.61,24.61,77.75,5.52,71.08,Cotton
111.33,49.68,28.21,24.7,86.84,7.28,70.28,Cotton
123.48,58.63,24.57,23.42,80.63,6.29,81.19,Cotton
135.53,47.75,18.33,24.36,81.04,7.04,76.34,Cotton
118.26,53.72,21.84,23.02,77.47,6.87,80.53,Cotton
121.48,43.48,20.65,23.67,82.2,7.17,72.64,Cotton
122.32,55.72,18.58,24.4,79.82,7.21,70.09,Cotton
121.1,54.42,17.66,22.67,76.77,6.41,79.46,Cotton
105.94,45.64,21.55,24.42,79.04,7.1,75.8,Cotton
73.32,46.18,45.59,25.11,81.2,6.56,173.94,Jute
65.01,42.44,44.75,24.11,79.8,6.28,161.83,Jute
72.44,47.1,42.31,24.84,73.96,6.7,171.01,Jute
68.14,41.95,42.57,23.13,79.04,6.62,165.34,Jute
80.55,56.78,42.79,24.88,77.72,6.11,168.48,Jute
68.17,55.15,39.04,25.13,76.34,6.43,167.66,Jute
84.7,42.65,40.31,23.91,74.22,6.73,165.21,Jute
67.8,49.29,37.89,23.89,72.65,6.72,186.8,Jute
86.3,42.96,45.38,23.75,77.71,6.48,164.11,Jute
69.41,47.17,41.45,25.0,72.64,6.38,163.54,Jute
74.16,46.19,37.62,24.7,80.66,6.56,169.58,Jute
79.2,44.01,41.67,23.96,79.58,6.88,167.25,Jute
70.58,44.29,43.43,23.55,73.33,6.54,174.8,Jute
72.97,38.18,39.0,24.43,73.43,7.01,186.49,Jute
74.41,48.94,34.6,24.18,77.51,6.59,165.78,Jute
92.08,58.87,41.17,25.35,69.44,6.45,169.13,Jute
73.23,44.44,33.62,24.79,76.36,7.35,165.15,Jute
68.47,30.75,39.27,25.18,73.47,7.55,171.79,Jute
76.1,38.98,40.72,23.02,76.73,7.02,191.99,Jute
67.35,48.5,41.41,24.83,72.84,5.85,179.34,Jute
73.86,43.96,41.91,24.47,71.7,6.03,160.89,Jute
92.95,52.02,40.47,24.36,74.38,7.19,168.87,Jute
79.33,45.32,44.85,25.06,78.11,6.53,188.23,Jute
72.66,48.19,44.09,23.72,75.51,6.91,181.5,Jute
71.62,60.54,36.76,25.59,78.04,7.46,155.15,Jute
68.48,56.82,35.31,23.3,73.78,6.82,194.9,Jute
73.61,43.7,40.78,24.85,76.1,6.68,150.56,Jute
68.12,56.38,40.47,24.26,77.8,6.33,172.18,Jute
76.03,44.74,40.25,24.36,71.5,6.82,158.4,Jute
76.24,56.09,39.3,23.62,74.68,6.44,182.43,Jute
73.89,58.19,42.91,24.39,76.79,6.6,175.42,Jute
72.29,52.29,43.58,25.1,77.3,7.1,181.89,Jute
66.46,58.13,44.51,24.32,74.07,6.98,181.89,Jute
73.49,39.69,40.76,24.91,76.81,6.88,171.61,Jute
82.46,47.91,38.84,24.36,70.64,6.68,183.61,Jute
77.55,57.0,39.34,24.87,76.98,7.63,176.81,Jute
67.17,52.8,44.66,24.26,77.1,7.21,187.71,Jute
75.94,43.13,39.8,24.84,77.27,6.88,170.25,Jute
79.17,52.88,40.95,23.87,74.55,7.11,157.71,Jute
59.3,56.93,41.28,24.96,72.31,7.03,178.44,Jute
63.12,56.4,40.4,24.2,74.06,5.99,182.42,Jute
76.96,46.29,43.2,23.46,73.51,6.43,171.52,Jute
75.51,50.19,39.13,23.84,79.22,7.65,176.79,Jute
69.32,56.72,36.38,24.25,73.26,6.32,171.5,Jute
68.52,47.58,40.07,24.03,74.07,6.66,185.12,Jute
73.89,52.65,41.46,24.93,78.47,6.33,169.09,Jute
88.22,45.89,32.96,24.35,75.34,5.77,191.67,Jute
69.65,49.55,39.44,23.53,72.32,6.4,188.57,Jute
73.89,44.24,37.66,25.4,78.66,7.19,181.16,Jute
77.17,39.9,39.39,23.99,70.44,7.15,166.3,Jute
83.97,53.01,41.39,24.96,73.46,7.45,175.54,Jute
77.26,43.44,37.67,24.86,75.54,6.45,157.02,Jute
65.48,54.98,38.47,24.25,78.63,6.33,165.91,Jute
69.23,57.61,44.98,25.06,76.96,6.53,199.34,Jute
77.01,52.83,39.74,24.3,79.16,6.95,193.14,Jute
76.91,42.2,38.54,24.58,73.43,6.33,190.02,Jute
70.91,48.36,40.74,24.06,78.63,6.33,178.27,Jute
76.85,47.16,36.76,25.15,76.86,6.5,183.84,Jute
77.81,39.5,37.87,25.35,75.77,6.54,164.27,Jute
71.13,44.72,37.89,23.19,77.85,7.11,159.08,Jute
76.02,41.86,39.35,24.24,73.93,7.5,169.5,Jute
68.94,42.73,42.61,23.26,73.09,7.29,178.05,Jute
76.44,60.83,40.62,23.97,74.29,6.32,190.7,Jute
79.31,54.53,43.03,24.19,72.64,6.73,164.09,Jute
76.24,54.58,39.58,24.61,74.77,7.05,166.65,Jute
58.53,50.44,42.47,24.83,73.4,6.32,181.18,Jute
76.06,46.71,44.56,23.79,79.44,6.76,152.06,Jute
73.66,53.5,39.09,23.39,74.59,6.43,181.15,Jute
80.8,40.9,38.24,25.07,72.85,6.34,160.27,Jute
77.64,49.43,38.29,24.5,78.82,6.38,150.6,Jute
78.41,46.81,38.22,24.99,77.1,5.92,166.84,Jute
92.38,51.15,41.69,25.38,75.04,7.05,183.98,Jute
79.04,45.49,40.43,24.06,75.03,6.31,165.12,Jute
72.88,41.6,38.74,24.38,76.01,7.11,169.2,Jute
85.01,53.37,41.26,24.62,75.8,7.2,190.29,Jute
85.01,47.76,41.39,25.51,73.44,6.63,175.2,Jute
81.75,53.22,39.42,23.37,75.62,6.41,156.38,Jute
65.52,49.54,43.4,24.53,75.53,7.19,155.69,Jute
78.9,47.43,41.42,24.14,72.96,6.8,195.61,Jute
81.46,44.33,36.65,23.24,78.29,6.39,170.93,Jute
84.91,37.41,43.73,24.31,72.13,6.66,165.97,Jute
78.31,43.45,35.22,24.33,71.61,6.83,160.16,Jute
71.34,48.64,39.47,24.69,76.7,6.32,174.2,Jute
